
ipaddr	name	connection
190245114195	SM-G930F	1
190040176215	HP 7	1
190062244118	4034A	1
191116057174	GT-I8550L	1
191188110134	SM-P601	1
191188110134	XT1033	1
191212031024	Nexus 4	1
191081176141	SM-J200M	1
191084108018	LG-H320	1
192000162092	GT-N7105	1
192168000119	Galaxy Nexus:7.1	1
192168000121	Moto G	1
192168000143	7Ci	1
192222156210	SGH-I337M	1
192036027004	Nexus 5	1
192076008010	ONEPLUS A3003	1
193138219231	U007	1
193153080058	YD201	1
193158177174	Nexus 4	1
193174055138	KIW-L21	1
193175049234	SM-G930F	1
193188122176	GT-I9300I	1
193056242065	Nexus 5	1
193056244024	Xperia Z3 Compact (AOSP)	1
193057120012	Nexus 5	1
193080203020	Moto G 2014	1
193081130195	FP1	1
193081157255	SM-G800F	1
193090012086	HTC 10	1
194118006168	HUAWEI VNS-L21	1
194154216085	GT-I9300	1
194157230103	MotoG3	1
194165115113	Lenovo S1a40	1
194230159137	LG-H960	1
194030155199	BPI-M3	1
194044129148	Nexus 5X	1
194044084112	C3	1
194079152018	STV100-4	1
195135221002	Xperia T	1
195136068011	GT-I9505	1
195138247082	A0001	1
195160232242	XT1254	1
195174177159	GT-I9190	1
195019236104	SM-G930F	1
195202233144	LG-D855	1
195222057070	SM-J500FN	1
195031052028	SM-G930F	1
195039074091	Jolla	1
195066180165	E2303	1
195066180189	E2303	1
195074050037	Nexus 4	1
196148206003	D2212	1
196148242227	D2212	1
196186219014	SM-G900V	1
196214175066	Redmi Note 2	1
196249098205	MotoE2(4G-LTE)	1
196249098043	TECNO-C9	1
197156103241	TECNO-J8	1
197156103051	TECNO-J8	1
197156103058	TECNO-J8	1
197166160043	Lenovo TAB S8-50LC	1
197002027161	D6603	1
197210226179	9002X	1
197210227061	9002X	1
197210024170	9002X	1
197210024191	9002X	1
197210024193	9002X	1
197210024074	9002X	1
197210025131	9002X	1
197210025170	9002X	1
197210025057	9002X	1
197210025069	9002X	1
197210028161	9002X	1
197211056053	GENESYS II	1
197231221211	Wileyfox Swift	1
197253234121	SM-G903F	1
197077191188	+4	1
197077202087	+4	1
197077207013	+4	1
197009011223	SM-G900V	1
197009116144	SM-G900V	1
198013191241	SM-G386W	1
198144106085	GT-I9505	1
198168135023	SGH-I257M	1
198252153109	SM-G318ML	1
198037240176	OnePlus 3	1
198008080161	m8	1
198084129189	ZTE A2017U	1
198084195172	LG-H831	1
199119235228	Nexus 5	1
199007159118	F3213	1
199007159056	Nexus 5	1
199007159060	Nexus 5	1
002125146109	ALE-L21	1
002137043163	Nexus 6	1
002150016195	SM-G389F	1
002150050174	SM-G389F	1
002150050025	SM-G389F	1
002150050074	SM-G389F	1
002150051131	SM-G389F	1
002152026177	Wileyfox Swift	1
002164074161	Swift 2 Plus	1
002002110142	FP2	1
002002094149	PLK-L01	1
002201000207	E2303	1
002201000084	E2303	1
002201003181	E2303	1
002206001096	GT-I9195	1
002206002185	MotoG3	1
002206003102	F5321	1
002227065123	LENNY2	1
002230231235	MotoE2(4G-LTE)	1
002238038191	ONEPLUS A3003	1
002239184034	LG-D802	1
002240086159	GT-I9505	1
002242129205	Nexus 4	1
002242029246	LG-D855	1
002243224223	GT-I9195	1
002247243019	Swift 2 Plus	1
002247244134	GT-I9300	1
002247244032	LG-D855	1
002247245123	SM-G800F	1
002247245202	SM-G531F	1
002247245043	Nexus 5X	1
002247246126	KIW-L21	1
002247246209	GT-I9190	1
002247246238	XT894	1
002247247171	ONEPLUS A3003	1
002247252251	C6833	1
002247254069	SM-G930F	1
002025022103	Nexus 5	1
002026102177	Lenovo A7000-a	1
002026121242	Lenovo A7000-a	1
002038122218	VIE-L09	1
002049100235	SM-G925F	1
002053002168	ASUS_T00J	1
002080141210	A0001	1
002087121166	SM-A300FU	1
002097172049	Y10	1
002098021245	VF-895N	1
200102170209	XT1097	1
200102222141	XT1097	1
200195120231	ASUS_T00J	1
200236021252	GT-I9300	1
200076083062	XT1058	1
200083009048	SM-T230	1
201130058010	6045I	1
201130058170	6045I	1
201130060201	Xperia Z1 Compact	1
201130060227	Xperia Z1 Compact	1
201144162005	Z410	1
201015170179	XT1097	1
201166157045	XT1058	1
201166175205	XT1058	1
201019097143	SM-A300M	1
201191255055	HUAWEI NXT-L09	1
201201215158	SM-G316M	1
201021114111	XT1097	1
201034062026	XT1069	1
201042172188	GT-I8190L	1
201047026229	GT-I9300	1
201005136251	LG-K220	1
201005206067	LG-K220	1
201051185123	HT-704	1
201058155128	LG-K220	1
201058184009	LG-K220	1
201006132241	XT1097	1
201009020219	C6503	1
202142118183	2014818	1
202142068049	Redmi 3s	1
202153047102	SM-G530H	1
202022170131	Nexus 6P	1
202038004015	SM-J700H	1
202062016239	Redmi Note 3	1
202067040012	ASUS_T00I	1
202067041010	ASUS_T00I	1
202007182023	GT-I9305	1
202090088146	SM-G920I	1
203106159167	Lead 3i	1
203211151203	SM-T560	1
203211151204	SM-T560	1
203087171132	MyPhone Agua Rio	1
204012146145	ONE E1005	1
204093058011	GT-I9505	1
204093058166	GT-I9505	1
205185214039	S60	1
205185214048	S60	1
205197242140	ZTE A2017U	1
205197242166	LG-H343	1
205197242176	SAMSUNG-SM-J120AZ	1
205197242178	MotoG3	1
205197242182	Alcatel_5054O	1
205197242182	MotoG3	1
206188072135	Nexus 6P	1
207138196045	Galaxy Tab 2	1
207216086220	Moto G 2014	1
208167254088	Kindle Fire HDX	1
208054036253	LGMS550	1
208054037209	ONEPLUS A3000	1
208054037231	SGH-M919	1
208054044133	SM-G550T2	1
208054085217	SM-G550T2	1
208054086210	LGMS395	1
209107176010	Nexus 5	1
209249180198	HUAWEI Y625-U13	1
209041149081	Nexus 6P	1
209095050119	Moto G (4)	1
210246053247	SM-G930F	1
211225037157	SHV-E330S	1
212109028089	F5_15	1
212121145194	Xperia Z1 Compact	1
212159029193	ONEPLUS A3003	1
212017162036	HUAWEI TIT-L01	1
212170181094	SM-G355H	1
212178216117	WAX	1
212178216004	WAX	1
212178216055	WAX	1
212178216060	WAX	1
212178216080	WAX	1
212018030247	XT1039	1
212183097116	SM-A510F	1
212186176198	LG-K520	1
212186038240	Elephone P8000	1
212194067186	HTC Desire 510	1
212201075180	Moto G 2014	1
212216208126	SM-G928F	1
212252163046	VSP250g	1
212252167056	HTC Desire 816	1
212051146189	GT-N7000	1
212051156078	GT-I9505	1
212076230133	GT-I9100	1
212087013106	ONEPLUS A3003	1
212009060124	XT1072	1
212090063073	Redmi Note 3	1
212095007170	S50	1
212095007060	LG-K520	1
212095007065	ONEPLUS A3003	1
213114055239	E6853	1
213118043034	MotoG3	1
213125052003	msm8909	1
213132144247	LG-H815	1
213137172145	GT-I8190	1
213139054237	SM-G935F	1
213140059144	1201	1
213143049095	Redmi Note 2	1
213147161104	FP2	1
213152161133	Nexus 5X	1
213152161020	FP2	1
213152162074	GT-I9505	1
213016172165	D6503	1
213163235067	Lenovo A7600-F	1
213017076009	SM-G930F	1
213175037012	Nexus 4	1
213182028165	S60	1
213184239004	SM-T705	1
213196203252	SM-G900F	1
213196210147	Nexus 6P	1
213202060208	SM-N930F	1
213205252011	FP2	1
213021074197	D5803	1
213222140232	LG-D802	1
213225000247	SM-A310F	1
213225013171	Elephone P8000	1
213225015100	Elephone P8000	1
213225002072	Elephone P8000	1
213225006122	ONEPLUS A3003	1
213226245040	HUAWEI GRA-L09	1
213240098057	FP1	1
213245052220	SM-G901F	1
213032091089	XT1045	1
213037207056	Mi-4c	1
213039133026	Moto G (4)	1
213047126249	SHIELD Tablet	1
213047147152	SM-G930F	1
213047180007	Moto G (4)	1
213047252215	GT-P3110	1
213049120144	Nexus 5	1
213055176224	FRD-L09	1
213057235203	Pixel	1
213061163005	ONEPLUS A3003	1
213064087132	GT-I9100	1
213065089064	SM-G935F	1
213083153170	LG-H440n	1
216218222012	LGLS755	1
216230148077	Wileyfox Swift	1
216252220196	Nexus 5X	1
216004056164	Moto G Play	1
216004056164	ZTE A2017U	1
216084104118	LGL33L	1
217104120080	WAX	1
217107124034	Xperia Z1	1
217118064044	SM-G900FD	1
217120042060	LG-D855	1
217127045057	A0001	1
217173147084	Redmi Note 4	1
217186182124	E5823	1
217192090165	GT-I9505	1
217216043016	Z1	1
217232188214	Redmi Note 3	1
217233146220	Xperia SP	1
217236095196	Telekom Puls	1
217238059167	Nexus 5	1
217246220004	A0001	1
217246086250	MotoG3	1
217246090022	Jolla C	1
217246091245	Amazon Tate	1
217247198013	Lenovo A5500-F	1
217248148033	GT-I9505	1
217248184046	PLUS	1
217250173025	GT-I9505	1
217250192016	Cynus T8	1
217250234089	SM-J320F	1
217252198254	Nexus 4	1
217253210050	ALE-L21	1
217028007004	ASUS_T00P	1
217050033194	FP2	1
217066152156	SM-G930F	1
217066152220	SM-G930F	1
217066152078	SM-G930F	1
217066156034	SM-G930F	1
217066156098	SM-G930F	1
217066157114	SM-G920F	1
217066157116	SM-G930F	1
217066158159	SM-G930F	1
217066158223	SM-G930F	1
217066159110	Prime S	1
217066159046	SM-G930F	1
217071235122	SM-G930F	1
217008056247	SM-G930F	1
217080088167	GT-I9195	1
217085171028	BV6000	1
217085036080	ONE A2003	1
217088000198	Nexus 7	1
217088013242	Nexus 7	1
217088014039	Nexus 7	1
217088002175	Nexus 7	1
217088002064	Nexus 7	1
217088002067	Nexus 7	1
217088009157	Nexus 7	1
217088009240	Nexus 7	1
217091014057	GT-I9100G	1
217094176132	Redmi Note 2	1
218241251162	YD206	1
219084233194	Nexus 6P	1
220244196224	A0001	1
220081225016	SHV-E330S	1
223225142030	F103	1
223227119218	SM-J100H	1
223227015219	SM-J100H	1
223024119110	GT-I8190	1
223073147147	Redmi Pro	1
023233198230	LG-H812	1
023243153013	LGLS676	1
024105254134	NX16A11264	1
024112149008	SM-G900P	1
024114048240	SM-N900W8	1
024114053056	Nexus 4	1
024114066126	SM-G900W8	1
024115111007	S60	1
024117223201	LGLS675	1
024119191086	SCH-I545	1
024122091246	LG-H811	1
024130134157	Nexus 5X	1
024135108222	HTC One E9PLUS dual sim	1
024014144076	Pixel	1
024165087019	LEX727	1
024173162174	LG-H901	1
024173060202	LGMS550	1
024018222039	Nexus 4	1
024197144219	Moto G (4)	1
024199072168	K01A	1
024201159229	LG-D852G	1
024207206104	ASUS_Z00TD	1
024210117145	m8wl	1
024210159218	SM-S765C	1
024212180023	BLU ADVANCE 5.5 HD	1
024218182144	Nexus 5	1
024228131071	HTC6525LVW	1
024228002077	LGLS620	1
024023175242	XT1650	1
024230046021	Nexus 10	1
024232214007	Moto G 2014	1
024239231013	Moto G 2015	1
024245117192	Nexus 5X	1
024253131081	E6782	1
024034094181	Nexus 5	1
024004087119	XT1575	1
024045091242	Pixel XL	1
024059123157	SM-N900V	1
024068032235	GT-I9505	1
024069216168	Nexus 5	1
024086129117	ONE A2005	1
024088250151	NX16A10132S	1
024089215209	Moto G	1
024098079001	SM-G935V	1
027017029183	HTC Desire 820G PLUS dual sim	1
027252153086	SGP512	1
031010144087	Pixel	1
031011234068	A0001	1
031013144053	4027D	1
031132000070	Nexus 6	1
031132007194	Nexus 6	1
031134037249	SUNSET2	1
031135077170	Swift 2 Plus	1
031148003029	s4502	1
031015060176	Nexus 6	1
031150059197	Power	1
031151153170	Nexus 6P	1
031154081070	D6503	1
031016160170	HTC One S	1
031016173123	MotoG3	1
031016248236	ONEPLUS A3003	1
031016097223	GT-I9295	1
031017122087	Nexus 6P	1
031017143089	GT-N7000	1
031017253231	Nexus 5	1
031017254019	GT-P5110	1
031017255092	RAINBOW	1
031017027143	Moto G (4)	1
031173085225	Xperia L	1
031173086115	X89 Kindow(D5N3)	1
031018202149	SM-C101	1
031018217042	SM-C101	1
031018220074	GT-I9305	1
031018220074	Nexus 6P	1
031018248183	Nexus 5	1
031018255194	Nexus 5	1
031192086075	E5823	1
031192089026	E5823	1
031020047000	SM-G920F	1
031201014055	A0001	1
031208123188	C6603	1
031021015074	SM-G920F	1
031211159094	Evolio S4 Cobalt	1
031217178017	D6503	1
031221228013	HUAWEI LYO-L21	1
031223037123	SM-N910C	1
031029126180	DMX-Q88	1
031032190138	TOMMY	1
031033003049	ASUS_Z00AD	1
031040111009	m3 note	1
031043022151	K010	1
031005041118	HUAWEI GRA-L09	1
031051102221	Nexus S	1
031007155181	GT-S6310N	1
031009025067	SM-G360H	1
036004052207	F100	1
036083207125	A0001	1
037119120090	Nexus 5	1
037120127216	GT-I9301I	1
037120068222	L3 II	1
037120080066	Moto G (4)	1
037134011153	ONE A2001	1
037145122251	Lenovo S90-A	1
037015028092	D5503	1
037160101125	MotoG3	1
037160053174	MotoG3	1
037160055168	LG-H815	1
037161149165	MotoG3	1
037161157019	XT1039	1
037161255012	ARCHOS 40C TIv2	1
037161054240	Archos Diamond Plus	1
037162071089	6045Y	1
037163109228	MotoG3	1
037163195056	Jolla	1
037163068090	BIRDY	1
037164246008	Wileyfox Spark +	1
037165179190	Archos Diamond Plus	1
037165207023	Nexus 5	1
037165233110	Nexus 5X	1
037165237252	Nexus 5	1
037165004080	Wileyfox Spark +	1
037167104037	Wileyfox Spark +	1
037167020115	SM-G935F	1
037167058006	MotoG3	1
037168102227	MotoG3	1
037168168151	LG-H815	1
037168005175	A0001	1
037168058023	SM-A510F	1
037168070188	A0001	1
037168098039	A0001	1
037169152049	Wileyfox Spark +	1
037169164183	Nexus 5X	1
037169224167	LG-D855	1
037169224008	Nexus 6	1
037169032072	MotoG3	1
037169036140	Nexus 4	1
037187129166	A0001	1
037187129166	SM-G318ML	1
037187129166	XT1045	1
037188144061	GT-I9105P	1
037190243231	SM-G7105	1
037201192144	A0001	1
037201195112	A0001	1
037201243127	YOGA Tablet 2-830L	1
037201006101	Nexus 7	1
037212134230	Redmi Note 3	1
037219155022	PLK-L01	1
037219199238	MotoG3	1
037219228004	MotoG3	1
037219023083	MotoG3	1
037219044103	PLK-L01	1
037227064143	Nexus 6	1
037237160016	CHM-U01	1
037238163169	SM-N9005	1
037024148109	Moto G	1
037024150126	GT-I9505	1
037024156096	YU5010	1
037024159154	One	1
037253211190	SM-A510F	1
037253211206	SM-A510F	1
037254167210	Lenovo A7000-a	1
037026146219	GT-I8200N	1
037026149135	GT-I8200N	1
037026149172	Mi-4c	1
037032085033	GT-I9105P	1
037004248104	GT-I9300	1
037004248047	HUAWEI VNS-L31	1
037047002186	A0001	1
037047002234	LG-P880	1
037047007088	LG-P880	1
037047072245	HUAWEI VNS-L21	1
037048014024	PRO 5	1
037049077154	SM-P600	1
037057177210	HTC Desire 626s	1
037060000126	SM-G935F	1
037073135066	m2 note	1
037073213105	m2 note	1
037076117083	Lenovo a2010	1
037076031012	Lenovo a2010	1
037076051060	Lenovo a2010	1
037076056049	Lenovo a2010	1
037076068140	Lenovo a2010	1
038124248099	QMV7B	1
039051099230	SM-J500H	1
039055071092	Nexus 6P	1
041105041024	ALLin	1
041108197049	GT-I9505	1
041108203242	Lenovo A1000	1
041140051176	GT-I9506	1
041142110128	SM-G531F	1
041143191048	GT-I9305N	1
041143027068	Android SDK built for x86	1
041143050253	ASUS_Z00UDB	1
041185026170	A0001	1
041189161039	N9106	1
041189161040	N9106	1
041189161045	N9106	1
041189161046	N9106	1
041189161051	N9106	1
041189161058	N9106	1
041189161060	N9106	1
041189163032	N9106	1
041189163058	N9106	1
041204044124	N9106	1
041204044170	N9106	1
041204044217	N9106	1
041204044231	N9106	1
041204044240	N9106	1
041204044065	N9106	1
041204044067	N9106	1
041204044090	N9106	1
041225110217	PGN518	1
041248047046	SM-G531F	1
041249203184	SM-G355H	1
041249058255	GT-I9506	1
041250057080	Redmi Note 2	1
041043118224	GT-I9505	1
041082069125	SM-J700F	1
041092062118	SM-J500F	1
041097000046	MID88BT	1
042106061227	MotoG3	1
042106092094	Nexus 6P	1
042112087232	GT-N7100	1
042112087036	GT-N7100	1
042112087037	GT-N7100	1
042113185236	IM-A850S	1
042153037009	BV5000	1
042153038002	BV5000	1
042153053008	BV5000	1
042153060001	BV5000	1
045017025038	BLU R1 HD	1
045210084125	HUAWEI Y541-U02	1
045211011041	HUAWEI Y541-U02	1
045211077028	N9106	1
045243027217	SM-G9006V	1
045037171002	Nexus 5	1
045072235129	XT1040	1
046001124145	LG-D802TR	1
046112166027	SM-G800H	1
046125249025	GT-I9300	1
046128091014	SM-G900F	1
046013086212	HUAWEI	1
046133231098	CUBOT_NOTE_S	1
046133232116	CUBOT_NOTE_S	1
046134011112	LG-P880	1
046135090019	ASUS_Z010D	1
046137029043	AOSP on ARM Emulator	1
046014169254	Nexus 7	1
046014169254	UVP Pro	1
046140000022	GT-I9301I	1
046166148176	SPH-L710T	1
046183103017	MI 4W	1
046183103008	SM-G900F	1
046184088113	SM-N910C	1
046193001120	Nexus 5	1
046193001213	D6603	1
046197149200	Nexus 5	1
046002179097	LG-D802	1
046211122136	Lenovo A328	1
046211154016	SM-N910H	1
046211003215	SM-N910H	1
046222128151	A0001	1
046222142195	HUAWEI LYO-L21	1
046222228014	ZTE Blade A452	1
046222036062	A0001	1
046222071036	A0001	1
046223001069	Aquaris X5 Plus	1
046223100189	E2033	1
046223100189	P1035X	1
046223128059	E5823	1
046230130009	ALE-L21	1
046230143032	ALE-L21	1
046238008200	SM-G935F	1
046239209014	SM-T560	1
046241119007	Nexus 6	1
046244129180	GT-I9300	1
046244129057	SM-G800F	1
046244154193	GT-I9300	1
046244225243	A0001	1
046246124034	D5803	1
046025105034	Aquaris X5 Plus	1
046025128171	LESPH5011	1
046025129219	LESPH5011	1
046251022022	SM-T810	1
046039034156	SM-A500F	1
046005000062	KIW-L21	1
046005016082	Moto G	1
046005002209	XT1068	1
046005002005	E5823	1
046005235027	VIE-L09	1
046053209143	HTC Desire 626G dual sim	1
046059161156	SM-G920F	1
046059169075	GT-I9515	1
046059172021	GT-I9515	1
046059173088	SM-G920F	1
046059214051	Nexus 4	1
046059249226	m8	1
046006104048	Redmi Note 2	1
046007170219	ONEPLUS A3003	1
046073164200	Nexus 5 CAF	1
046073176027	Nexus 5 CAF	1
046081015102	XT1562	1
046082085201	SM-G800F	1
046084238157	ZTE A2017G	1
046084024087	Redmi Note 3	1
046086024178	GT-N5100	1
046092049229	SM-G900F	1
046092095048	Smartbook S10Q	1
046093214016	Tab2A7-10F	1
046098091236	m2	1
047011092142	Lenovo A7010a48	1
047188226023	Nexus 6	1
047188040098	Nexus 6	1
047198073210	LEX727	1
047029185028	Redmi Note 3	1
047029046199	Lenovo K50-t5	1
047033153099	SM-G530R4	1
047034152229	SM-G360T1	1
047035165125	Nexus 6	1
047036198089	SAMSUNG-SM-G930A	1
047053246167	ONE E1003	1
047054184052	LG-D852	1
047054249133	Nexus 5X	1
047009048118	CP8298_I00	1
049148165062	MyPhone my85 DTV	1
049148174089	MyPhone my85 DTV	1
049180132062	SM-G928F	1
049180048210	SM-G928F	1
049180053058	GT-N7105T	1
049182130173	GT-I9506	1
049185238218	F5321	1
049193023029	SM-N910G	1
049197020235	Nexus 5X	1
049197020060	Nexus 5X	1
049197023000	SM-N915G	1
049197030235	Nexus 5X	1
049197031096	SM-N915G	1
049197087037	ONEPLUS A3010	1
049197096153	SM-N915G	1
049199194038	E6853	1
049207116138	Aqua I-5	1
049248247094	SM-G935F	1
049249037146	Redmi 3S	1
049033142024	LG-K520	1
049033207045	ONE A2003	1
049034137110	Nexus 5X	1
049034030048	ASUS_Z00AD	1
049035222046	LG-K520	1
049035235014	LG-K520	1
049035084233	LS-5020	1
049044051175	LG-K520	1
049044051187	HTC One_M8 Eye	1
049044051239	HTC One_M8 Eye	1
005000117006	SM-G360H	1
005000144139	SM-G360H	1
005000092119	SM-G531H	1
005000093151	SM-G360H	1
005112202043	D6633	1
005113121094	HTC D820u	1
005114075133	HUAWEI P7-L10	1
005115039096	D6633	1
005128092176	Nexus 4	1
005013187026	SM-G935F	1
005013232134	SM-G935F	1
005135204017	PULP FAB 4G	1
005144098012	SM-G930F	1
005146062053	ONEPLUS A3003	1
005147130117	H60-L04	1
005149037153	XT1092	1
005155194106	SM-G360H	1
005155002016	SM-G360H	1
005155034053	SM-G360H	1
005155062155	SM-G360H	1
005155082129	SM-G360H	1
005155086207	SM-G360H	1
005157127041	T07	1
005161028109	SM-G7102	1
005170110152	A0001	1
005170016090	ONE E1001	1
005170018067	ONE E1001	1
005172138159	GT-I9300	1
005172237017	Lenovo A916	1
005018142116	D5503	1
005184248251	E5823	1
005002075025	SM-G318ML	1
005204100130	Xperia Go	1
005228114072	Redmi Note 4	1
005028083041	SM-T813	1
005003144130	Lenovo A2010-a	1
005041117168	H30-U10	1
005047240102	Wileyfox Swift	1
005079080107	FP2	1
005079086129	Xperia Z1	1
005086132108	SM-N9005	1
005090105157	ASUS_Z017D	1
005090115155	Xperia Z3 Compact	1
005090167187	SM-G361F	1
005090194236	MotoE2(4G-LTE)	1
005090201219	ALE-L21	1
005090048016	ALE-L21	1
005090009154	Lenovo TB-7703X	1
050129130097	Nexus 5	1
050137249206	6045O	1
050139073005	SM-G935V	1
050160062056	SM-N910T	1
050165251121	SAMSUNG-SM-J320A	1
050166149199	Nexus 4	1
050170035040	LGLS660	1
050175229054	Nexus 6	1
050188054096	SM-G920T	1
050193232241	SPH-L710T	1
050198055075	SM-G550T1	1
050200129030	DROID RAZR HD	1
050200164114	SM-G935V	1
050204215202	XT1565	1
050255025221	LGMS345	1
050255025221	SM-G550T1	1
050034127216	XT1575	1
050035102203	Nexus 6P	1
050049140176	SM-G900T	1
050049241154	Z665C	1
050005138144	SM-N920T	1
050064136002	SM-G935F	1
050067041044	T06	1
050083133023	SCH-I605	1
050089219164	A0001	1
051174128179	T1 7.0	1
051036082008	SM-G925I	1
051006099062	XT1562	1
051007138061	SM-G357FZ	1
051009232084	HUAWEI GRA-L09	1
052012000006	AOSP on ARM Emulator	1
052012244007	AOSP on ARM Emulator	1
054145158086	AOSP on ARM Emulator	1
054177003007	AOSP on ARM Emulator	1
054185121185	AOSP on ARM Emulator	1
054075193143	AOSP on ARM Emulator	1
054078043020	AOSP on ARM Emulator	1
058023254117	Nexus 7	1
059027001094	LG-F320L	1
059094024222	Spice Mi-498H	1
060242009160	Nexus 5X	1
061018107020	Nexus 5X	1
062012252066	FP2	1
062140137085	WAX	1
062145200015	SM-G920F	1
062145201176	SM-G920F	1
062145203047	SM-G920F	1
062145207043	SM-G920F	1
062148137211	MI 5	1
062151042001	GT-I9300	1
062165246197	SM-G920F	1
062178168076	Lenovo YB1-X90L	1
062018182068	HUAWEI NXT-L29	1
062018246129	ASUS_Z00AD	1
062205124066	FP1	1
062205127030	FP1	1
062205090000	FP1	1
062211140153	SM-G930F	1
062212103116	PRO5023POE01	1
062214191065	E8Q+	1
062217046014	FP2	1
062224038189	FP2	1
062226031034	Nexus 5	1
062235010231	MotoG3	1
062235064185	Redmi Note 2	1
062040184061	LG-H815	1
062042077153	MI 3W	1
062045170050	ONEPLUS A3003	1
062045066008	FP2	1
062068196186	MEDION E4503	1
062072192101	WAX	1
062072192066	WAX	1
062072193112	FP2	1
062074005075	MotoG3	1
062075239021	SM-T705	1
062076012214	C2305	1
062076012242	C2305	1
062076012243	C2305	1
063142210083	Nexus 6P	1
063155002206	Z709	1
063170226023	XT1528	1
064134159149	XT1575	1
064134168253	VS425PP	1
064134171171	VS425PP	1
064134175077	MotoE2(4G-LTE)	1
064134185155	SM-G935T	1
064134031239	Pixel XL	1
064231130217	HTC One_M8	1
064254043124	Nexus 7	1
064053211003	KFFOWI	1
064057165139	LGL33L	1
065128073135	LGMS550	1
065188251103	LG-VS985	1
065019167130	XT1045	1
065024118033	Pixel XL	1
065060128082	Nexus 6	1
065094230095	LG-H812	1
065094085007	SGH-I257M	1
066108220069	Nexus 6P	1
066116031006	SAMSUNG-SM-J320A	1
066168219197	SM-G920V	1
066169062122	BTV-W09	1
066186144100	LGLS775	1
066188105094	Nexus 6	1
066215057025	Redmi Note 3	1
066216198055	Nexus 5X	1
066222119136	Nexus 5X	1
066027093195	VS425PP	1
066030004104	Nexus 6P	1
066055157107	Android SDK built for x86	1
066085203104	RS987	1
066087115036	SPH-L710T	1
066087116228	LGLS775	1
066087116073	SM-G935P	1
066087117108	SM-G935P	1
066087118106	SM-N910P	1
066087120044	SM-G900P	1
066087123112	LGLS450	1
066087127073	LGLS990	1
066087139106	SM-J327P	1
066087145177	LGLS992	1
066087151063	Nexus 6P	1
066087152217	XT1526	1
066087152048	XT1526	1
066087152087	XT1526	1
066087153101	XT1526	1
066087153169	XT1526	1
066087153181	XT1526	1
066087153205	XT1526	1
066087153229	XT1526	1
066087153067	XT1526	1
066087065214	SM-G900P	1
066087069077	N817	1
066087073200	LGLS775	1
066087073212	LGLS775	1
066087080103	SM-G900P	1
066087080160	SM-J320P	1
066087080024	SM-G900P	1
066087080037	SM-G900P	1
066087080071	SM-G900P	1
066087081166	SM-G900P	1
066087081218	SM-J320P	1
066087081246	SM-G900P	1
066087096117	Nexus 6	1
066087096174	Nexus 6	1
066087096056	Nexus 6	1
066087097123	Nexus 6	1
067149130094	XT1575	1
067166223153	PLT9045K	1
067169210017	Nexus 6	1
067170209055	LGLK430	1
067173225100	ONE A2005	1
067185235035	Nexus 5	1
067193093179	SM-G925W8	1
067224250002	LGLS990	1
067235190123	Nexus 6P	1
067243033214	KFFOWI	1
067243036068	KFFOWI	1
067043245243	5027B	1
067044208164	A571VL	1
067044209251	A571VL	1
067061187190	SM-G925R7	1
068106248048	KFFOWI	1
068110194186	D6503	1
068113220230	Nexus 6	1
068116112167	SM-S906L	1
068013024100	LEX727	1
068168114170	SM-G935F	1
068181221018	SM-N910C	1
068195068184	SM-G900V	1
068202018039	SM-G930V	1
068230059028	SM-T530NU	1
068230093116	Nexus 6	1
068231022110	SM-G360T1	1
068232067139	Nexus 4	1
068033089136	SM-G900T	1
068033094202	SM-G900T	1
068033094221	SM-G900T	1
068045030169	Nexus 5X	1
068082212051	Nexus 6P	1
068098023006	Nexus 6P	1
069113177112	MotoG3	1
069115252133	GT-N7105	1
069136164215	SM-N920P	1
069161088007	SAMSUNG-SM-G930A	1
069203130203	Nexus 5X	1
069022184254	GT-I9505	1
069244003189	LG-US996	1
069047237200	HTC 10	1
069056108182	MotoG3	1
069062223164	Redmi Note 3	1
069087132018	SM-N920V	1
070117085132	SAMSUNG-SM-N920A	1
070123098175	Nexus 6	1
070137003046	Y538	1
070168226151	BLU R1 HD	1
070171169028	2PYB2	1
070173183004	Pixel XL	1
070178231246	Pixel	1
070179048184	GT-I9100	1
070194227046	Pixel XL	1
070194232117	SM-G930V	1
070194235022	Pixel XL	1
070194008144	SM-G920V	1
070196132081	XT1080	1
070196133102	XT1575	1
070196137052	XT1575	1
070196138044	XT1575	1
070197001203	XT1650	1
070197137037	E6782	1
070197002160	XT1650	1
070197068143	SCH-I545	1
070209129093	SM-G935V	1
070209192186	SM-G925V	1
070209200175	Pixel XL	1
070209202069	SM-G920V	1
070210128228	XT1254	1
070210135100	XT1254	1
070210135030	SM-G930V	1
070210139053	XT1254	1
070210146177	XT1254	1
070213011094	VS425PP	1
070213012048	XT1650	1
070213008000	VS425PP	1
070026084072	MotoG3	1
070027081013	SM-G925W8	1
070049200138	Galaxy Nexus	1
070052109121	Galaxy Nexus	1
070089249130	ZTE A2017U	1
070094083234	XT1080	1
071013248128	Nexus 5X	1
071163234094	XT1575	1
071017134014	LG-D803	1
071187128109	LGMS428	1
071197001075	SGH-M919	1
071199021084	LG-H918	1
071205219064	Nexus 5X	1
071207125030	LG-D851	1
071225046112	SM-G930P	1
071228057170	SM-T377P	1
071238170062	SM-N900V	1
071238191154	KFFOWI	1
071045183187	SAMSUNG-SM-G930A	1
071047246056	H1611	1
071050135033	SM-G900V	1
071051016224	SM-G935V	1
